"speaker","words","episode","num"
"ELAINE","No I haven't spoken to her all day-uh, yeah right, um, as a matter","the-good-samaritan",37
"MICHAEL","If she's not with you, then where is she?","the-good-samaritan",37
"ELAINE","Well I, I don't know.","the-good-samaritan",37
"MICHAEL","Is she with your bald friend from the other night?!","the-good-samaritan",37
"ELAINE","No, no, come on Michael!","the-good-samaritan",37
"MICHAEL","He's finished! I'm going to sew his ass to his face! I'm going to","the-good-samaritan",37
"ELAINE","You're soo good lookin'.","the-good-samaritan",37
"ANGELA","Now you listen to me, suck face! You tell anybody, anything, and I","the-good-samaritan",37
"JERRY","Let me rephra-","the-good-samaritan",37
"ANGELA","I'll bash your skull into a vegematic like a bad cabbage, and I'll","the-good-samaritan",37
"JERRY","Hi Elaine, this is Angela.","the-good-samaritan",37
"ANGELA","I'll pluck all your body hairs out with my teeth!","the-good-samaritan",37
"JERRY","Well I think I get the gist of it.","the-good-samaritan",37
"ANGELA","So you don't say anything to anybody about me hitting that car!","the-good-samaritan",37
"JERRY","What car?","the-good-samaritan",37
"ANGELA","Good. I'm glad we understand each other.","the-good-samaritan",37
"JERRY","It's not complicated.","the-good-samaritan",37
"ELAINE","Very nice meeting you!","the-good-samaritan",37
"ELAINE","Come on up.","the-good-samaritan",37
"ELAINE","Well, well, well, Mr. Seinfeld! That must have been so frightening!","the-good-samaritan",37
"JERRY","Alright Elaine.","the-good-samaritan",37
"ELAINE","No, no, no, no, no. Because I'm picturing 'French Connection', kind","the-good-samaritan",37
"JERRY","It was just a couple of blocks.","the-good-samaritan",37
"ELAINE","Oh no, no, come on. Don't be so modest!","the-good-samaritan",37
"GEORGE","Hey.","the-good-samaritan",37
"ELAINE","Oh, did you check you machine?","the-good-samaritan",37
"GEORGE","No, why, what's happening?","the-good-samaritan",37
"ELAINE","Michael called me today, and he asked me where Robin was.","the-good-samaritan",37
"GEORGE","Yeah, okay.","the-good-samaritan",37
"ELAINE","And I said I hadn't seen her.","the-good-samaritan",37
"GEORGE","What?!","the-good-samaritan",37
"ELAINE","No, no George! You don't understand! She didn't tell me she was","the-good-samaritan",37
"GEORGE","He mentioned my name?! What did he say?!","the-good-samaritan",37
"ELAINE","He said he was going to sew your ass to your face.","the-good-samaritan",37
"GEORGE","What? Why couldn't you think of something?!","the-good-samaritan",37
"ELAINE","Well I don't know, he caught me off guard!","the-good-samaritan",37
"GEORGE","You lie! How hard is it to lie?!","the-good-samaritan",37
"JERRY","It's not that hard.","the-good-samaritan",37
"ELAINE","Well who told you to sleep with her George?!","the-good-samaritan",37
"GEORGE","It's not my fault! I wasn't going to do anything until you got her","the-good-samaritan",37
"ELAINE","Oh Gosh! None of this would never have happened if you wouldn't have","the-good-samaritan",37
"GEORGE","Oh don't-","the-good-samaritan",37
"JERRY","Hold it! Hold it! Hold it people! Matador? What matador?","the-good-samaritan",37
"GEORGE","She told this couple she had an affair with a matador.","the-good-samaritan",37
"JERRY","A matador! Well, well, well. Uno momento por favor. Pray tell, what","the-good-samaritan",37
"ELAINE","Uh, Eduardo, uh, Carochio.","the-good-samaritan",37
"JERRY","Eduardo, Carochio! That's good. That's very good. Kind of just rolls","the-good-samaritan",37
"JERRY","Anyway, this person told me to tell you to get an estimate on the","the-good-samaritan",37
"BECKY","Well, I already got an estimate. It's $875.","the-good-samaritan",37
"JERRY","$875?","the-good-samaritan",37
"BECKY","That's right.","the-good-samaritan",37
"JERRY","Uh, well, I'll tell you what. Um, I'll give you a check, and then","the-good-samaritan",37
"JERRY","Um, who do I make it out to?","the-good-samaritan",37
"BECKY","Becky Gelke. G-E-L-K-E.","the-good-samaritan",37
"JERRY","So, what are you doing this weekend?","the-good-samaritan",37
"BECKY","You have got some nerve! You smash up my car, you don't admit it, and","the-good-samaritan",37
"JERRY","I didn't do it!","the-good-samaritan",37
"BECKY","Yeah righ-","the-good-samaritan",37
"JERRY","You are soo good lookin'.","the-good-samaritan",37
"BECKY","Thank you.","the-good-samaritan",37
"GEORGE","Jerry, let's go! You ready?","the-good-samaritan",37
"JERRY","You sure you want to do this? I'm going to be on the road for three","the-good-samaritan",37
"GEORGE","Excuse me, I've got a maniac stalking me, I'm not staying in the","the-good-samaritan",37
"JERRY","Alright!","the-good-samaritan",37
"GEORGE","Come on let's get out of here.","the-good-samaritan",37
"KRAMER","How could you?","the-good-samaritan",37
"JERRY","What?!","the-good-samaritan",37
"KRAMER","Man! I never thought you were capable of this!","the-good-samaritan",37
"JERRY","What did I do?","the-good-samaritan",37
"KRAMER","I just talked to Becky Gelke outside, she told me how you hit and","the-good-samaritan",37
"JERRY","I-","the-good-samaritan",37
"KRAMER","I don't even want to look at you anymore! All these years of","the-good-samaritan",37
"JERRY","I didn't do it! I just had to pay her to cover for somebody else!","the-good-samaritan",37
"KRAMER","Now you're not going to lie to me, are you?","the-good-samaritan",37
"JERRY","No, never.","the-good-samaritan",37
"KRAMER","Alright. Well. Glad we got that straightened out because I've got a","the-good-samaritan",37
"JERRY","You got a date with Becky Gelke?!","the-good-samaritan",37
"KRAMER","Yeah, going out with her Saturday night.","the-good-samaritan",37
"GEORGE","Jerry, can we get out of here?!","the-good-samaritan",37
"KRAMER","As a matter of fact, if it wasn't for you, I wouldn't have even had","the-good-samaritan",37
"JERRY","Well I'm happy to help, in any way that I can.","the-good-samaritan",37
"THE END"," THE END","the-good-samaritan",37
"NINA","(laughing) Kramer, would you hold still? I can't do this if you keep","the-letter",38
"KRAMER","You sure you don't want me to take my clothes off? (beat) I'll do it!","the-letter",38
"NINA","No, that's the last thing in the world I want you to do.","the-letter",38
"KRAMER","Well, why don't you take your clothes off?","the-letter",38
"NINA","I don't know... I don't think Jerry would like that.","the-letter",38
"KRAMER","(debonair smile) Well, it'd be our little secret.","the-letter",38
"GEORGE","(bursting out of the bathroom, fumbling with his fly) Button fly!","the-letter",38
"JERRY","I like the button fly.","the-letter",38
"GEORGE","(incredulous) What?","the-letter",38
"JERRY","That is one place on my wardrobe I do not need sharp interlocking","the-letter",38
"GEORGE","Nothing.","the-letter",38
"JERRY","I have to go meet Nina. Want to come up to her lot, check out her","the-letter",38
"GEORGE","I don't get art.","the-letter",38
"JERRY","There's nothing to get.","the-letter",38
"GEORGE","Well, it always has to be explained to me, and then I have to have","the-letter",38
"JERRY","She does a lot of abstract stuff. In fact she's painting Kramer","the-letter",38
"GEORGE","What for?","the-letter",38
"JERRY","She sees something in him.","the-letter",38
"GEORGE","So do I, but I wouldn't hang it on a wall.","the-letter",38
"KRAMER","Are you getting the eyes? 'Cause they're brown. (beat) Or, really,","the-letter",38
"NINA","Tell me about Elaine.","the-letter",38
"KRAMER","She and Jerry were a big thing, like Abe Lincoln and Mary Todd.","the-letter",38
"NINA","But, they're still friends.","the-letter",38
"KRAMER","Oh yeah, they're like this (holds up two fingers together).","the-letter",38
"NINA","Don't you think that's strange?","the-letter",38
"KRAMER","Why, what's the difference?","the-letter",38
"NINA","Well, are you still friends with any of your ex-girlfriends?","the-letter",38
"KRAMER","Well, you know... I, uh... have many relationships.","the-letter",38
"GEORGE","You know, I'm a little nervous.","the-letter",38
"JERRY","Why?","the-letter",38
"GEORGE","Well, you know... the friend meeting the new woman. I feel like I'm","the-letter",38
"JERRY","I don't know how long this is gonna last.","the-letter",38
"GEORGE","Really? I thought you liked her.","the-letter",38
"JERRY","I do... she's got like a jealousy thing. She doesn't like me having","the-letter",38
"GEORGE","You know, it's a miracle you're not married. (beat) Hey, I'm not","the-letter",38
"JERRY","Hi, Nina. (smooch) This is my friend George.","the-letter",38
"NINA","How nice to meet you, I've heard a lot about you. (George nods)","the-letter",38
"JERRY","(walking over to where Kramer is posing) Hey, look at this guy!","the-letter",38
"KRAMER","Yeah!","the-letter",38
"JERRY","(to Nina) I brought George up to see some of your paintings.","the-letter",38
"NINA","Oh, are you interested?","the-letter",38
"GEORGE","(looking uncomfortable) Um... yeah! Sure, sure I'm interested.","the-letter",38
"KRAMER","George, you gonna buy a painting?","the-letter",38
"GEORGE","(gritting teeth) Yeah, sure.","the-letter",38
"NINA","Are you an art-lover?","the-letter",38
"GEORGE","I am an art-adorer! I adore art.","the-letter",38
"NINA","Great! Well, take a look around. Pick out something you like.","the-letter",38
"JERRY","May I? (pantomimes making a big ""X"" across the painting)","the-letter",38
"NINA","(laughing) Get outta here! (beat) Here, play with this. (hands","the-letter",38
"JERRY","What's this?","the-letter",38
"NINA","My father gave me four tickets to the Yankee game for Saturday","the-letter",38
"JERRY","(sincerely disappointed) Oh, Saturday... I'm working, I'm going","the-letter",38
"NINA","Oh, well. I'm not gonna go without you. Do you guys want 'em?","the-letter",38
"KRAMER","(immediately) Yeah.","the-letter",38
"JERRY","They're right behind the dugout, George, first row!","the-letter",38
"GEORGE","Behind the dugout, are you kidding? How did you get them?","the-letter",38
"NINA","Oh, my father's the Yankees accountant... it's the owner's box.","the-letter",38
"GEORGE","All my life I've dreamed of sitting front row, behind the dugout!","the-letter",38
"NINA","(gesturing towards a small, ugly painting George was apparently look-","the-letter",38
"GEORGE","Look at where we are! (referring to the seat usher) He's not","the-letter",38
"USHER","No, no, these are your seats.","the-letter",38
"GEORGE","She said first row! Right behind the dugout!","the-letter",38
"ELAINE","Well, it's the second row. It's just as good.","the-letter",38
"GEORGE","I was all primed for the first row; I was gonna put my feet up","the-letter",38
"ELAINE","Would you shut up? These are great! You can't get any better than","the-letter",38
"GEORGE","Oh, there's better, (pointing at the row in front of them) right","the-letter",38
"KRAMER","Right. (Elaine giggles) Oh boy... okay, who wants a dog? (Kramer","the-letter",38
"ELAINE","I could've been at my boss' son's bris right now.","the-letter",38
"GEORGE","(amused) You're supposed to do that?","the-letter",38
"ELAINE","(shrugs) Yeah. (beat) What makes you think anyone would want to","the-letter",38
"GEORGE","I'd rather go to a hanging.","the-letter",38
"ELAINE","Anyway, I called him back... I told him I had to go visit my father","the-letter",38
"KRAMER","(screaming at the players on the field) YOU BETTER CATCH IT,","the-letter",38
"MAN","George?","the-letter",38
"GEORGE","Yeah?","the-letter",38
"MAN","Hi. I'm Leonard West, Nina's father.","the-letter",38
"GEORGE","Hi! Mr. West, this is my friend Elaine--","the-letter",38
"ELAINE","Hi!","the-letter",38
"KRAMER","(screaming again) HEY, 230 AIN'T GONNA CUT IT IN THIS TOWN, BABE!","the-letter",38
"GEORGE","--and this is Kramer.","the-letter",38
"KRAMER","Oh, hey.","the-letter",38
"WEST","So how are the seats?","the-letter",38
"GEORGE","Okay.","the-letter",38
"ELAINE","Great, great.","the-letter",38
"KRAMER","Yeah.","the-letter",38
"WEST","George, I heard you bought one of Nina's paintings.","the-letter",38
"GEORGE","Yeah, it's being framed right now. I don't even know what it costs.","the-letter",38
"WEST","Well, if you have a lot of money.","the-letter",38
"WEST","(leaving) Well, enjoy the game. (beat -- to Elaine) I think you","the-letter",38
"ELAINE","(thinking he's joking) Yeah. I better!","the-letter",38
"WEST","No, no, no. Seriously. You're in the owner's box, and I don't","the-letter",38
"ELAINE","You're not serious.","the-letter",38
"WEST","Yes, yes, yes, I am!","the-letter",38
"ELAINE","Well, did he say that?","the-letter",38
"WEST","No, no, but he gave me the seats. I don't think he'd like it if","the-letter",38
"ELAINE","Well maybe you should ask him!","the-letter",38
"WEST","I don't have to ask him! Now are you gonna take the hat off or","the-letter",38
"ELAINE","No! I don't have to take it off, why should I take it off? This","the-letter",38
"GEORGE","Just take the cap off.","the-letter",38
"ELAINE","George, we are at a baseball game! This is America!","the-letter",38
"WEST","Look. Either you take the cap off, or you'll have to leave.","the-letter",38
"ELAINE","Well, I don't care, I'm not taking it off.","the-letter",38
"GEORGE","Just take the cap off!","the-letter",38
"ELAINE","No!","the-letter",38
"KRAMER","Hey! Just wait a minute. We just got here!","the-letter",38
"GEORGE","(to Elaine) Do you want us to go with you?","the-letter",38
"KRAMER","(getting up) I'll go get your hat, George.","the-letter",38
"ELAINE","(sarcastically, to George) Stay!","the-letter",38
"GEORGE","Okay, we'll go!","the-letter",38
"IS","the ball knocks him squarely in the head, he falls off the dugout onto","the-letter",38
"ELAINE","...and then the ball hits him in the head and he falls right over","the-letter",38
"JERRY","Is he okay?","the-letter",38
"ELAINE","Well, yeah, he's fine! We took him to the emergency room, and you","the-letter",38
"JERRY","This is the most amazing story I've ever heard--why did he want you","the-letter",38
"ELAINE","I know! Can you imagine that?","the-letter",38
"JERRY","How you feeling?","the-letter",38
"KRAMER","Oh, yeah, yeah, I'm fine, I'm fine. (beat--holds up newspaper) Hey,","the-letter",38
"ELAINE","Wha- a picture?","the-letter",38
"KRAMER","A picture.","the-letter",38
"ELAINE","OUR PICTURE'S IN THERE??","the-letter",38
"KRAMER","Uh-huh.","the-letter",38
"ELAINE","(gasps) I cannot believe this!","the-letter",38
"JERRY","(pointing) There's George!","the-letter",38
"KRAMER","Yup, yup!","the-letter",38
"ELAINE","Ohmygod! Lippman could see this! He thinks I was visiting my father!","the-letter",38
"ELAINE","Hi, Mr. Lippman.","the-letter",38
"LIPPMAN","How's your father?","the-letter",38
"ELAINE","My, my father?","the-letter",38
"LIPPMAN","Yeah. You, you went to see him, right?","the-letter",38
"ELAINE","Yeah.","the-letter",38
"LIPPMAN","Uh-huh.","the-letter",38
"ELAINE","I went to visit him.","the-letter",38
"LIPPMAN","Uh-huh. So, what was wrong with him?","the-letter",38
"ELAINE","Well, you name it, uh, neuritis, uh, neuralgia...","the-letter",38
"LIPPMAN","But--but he's feeling better now?","the-letter",38
"ELAINE","Um, yup. Yes, yes, it just... such a miracle, um. My visit must have","the-letter",38
"LIPPMAN","(correcting her) Boo-eed.","the-letter",38
"ELAINE","What--what did I say?","the-letter",38
"LIPPMAN","You said ""boyed.""","the-letter",38
"ELAINE","I did?","the-letter",38
"LIPPMAN","Yeah.","the-letter",38
"LIPPMAN","Well, I got a plane to catch.","the-letter",38
"ELAINE","Oh! Where are you going?","the-letter",38
"LIPPMAN","Going to Houston. It's a publisher's convention. (beat) Can I have","the-letter",38
"ELAINE","Ah. ...Yeah.","the-letter",38
"LIPPMAN","I've been saving it for the plane. I never miss the Sunday sports","the-letter",38
"ELAINE","There's nothing to read, it's just yesterday's news. You know, the","the-letter",38
"LIPPMAN","Right, right. (starts to take the paper from Elaine's hand; Elaine","the-letter",38
"ELAINE","Wha-- oh! (noticing her hand) Oh, god! (laughs) That is the THIRD","the-letter",38
"LIPPMAN","Gotta go.","the-letter",38
"ELAINE","Okay! Well, you know, have a nice trip, and uh... alrighty! (beat)","the-letter",38
"MRS.ARM","I sense great vulcrability. A land child crying out for love, an","the-letter",38
"MR. ARM","I see a parasite.","the-letter",38
"MRS.ARM","A sexually-depraved miscrient, who is seeking to gratify only his","the-letter",38
"NINA","She was a guest of my father's. She should've taken the cap off.","the-letter",38
"JERRY","It's preposterous! They ask someone to take off a baseball cap","the-letter",38
"MRS.ARM","He is struggled, he is man-struggled. He lifts my spirit!","the-letter",38
"MR. ARM","He is a loathsome, offensive brute, yet I can't look away.","the-letter",38
"JERRY","Look, I'm really getting tired off all the fighting. Maybe we","the-letter",38
"NINA","Oh, well, you wouldn't want that because you always have to","the-letter",38
"JERRY","Well, I like to remain friends with people I was friends with!","the-letter",38
"NINA","Hey -- why don't you just go then! And -- oh, give this to George.","the-letter",38
"MRS.ARM","He transcends time and space.","the-letter",38
"MR. ARM","He sickens me.","the-letter",38
"MRS.ARM","I love it.","the-letter",38
"MR. ARM","Me too.","the-letter",38
"GEORGE","Five-hundred dollars?! What?","the-letter",38
"JERRY","That's what she told me!","the-letter",38
"GEORGE","I'm not paying $500 for this! It's a piece of junk!","the-letter",38
"JERRY","That's what it costs!","the-letter",38
"GEORGE","Why did you even take it? You broke up with her!","the-letter",38
"JERRY","I wasn't thinking! I don't know.","the-letter",38
"GEORGE","You weren't thinking.","the-letter",38
"JERRY","Well, she framed it and everything.","the-letter",38
"GEORGE","Well, I'm not buying it. No way. Forget it. No way I'm buying this!","the-letter",38
"JERRY","Do you want me to paint you something? I'd love to paint you some-","the-letter",38
"GEORGE","I'm not paying for this. If you were going out with her, it'd be a","the-letter",38
"KRAMER","(entering, handing Jerry a piece of paper) This was in front of your","the-letter",38
"GEORGE","Hey, Kramer.","the-letter",38
"KRAMER","Hi, Mike.","the-letter",38
"JERRY","(looking at the paper) Wow, a letter from Nina!","the-letter",38
"KRAMER","(notices the painting) Whoa, man! That is the ugliest thing I've ever","the-letter",38
"JERRY","(reading note) Oh my god!","the-letter",38
"GEORGE","What?","the-letter",38
"JERRY","This is amazing, you can't believe this!","the-letter",38
"GEORGE","What's it say?","the-letter",38
"JERRY","Listen to this: ""I don't know what you expect to find out there,","the-letter",38
"GEORGE","WOW!","the-letter",38
"KRAMER","(emotionally) She's deep.","the-letter",38
"JERRY","(reading on) ""...'cause that's what you need to do to prove I'm not","the-letter",38
"KRAMER","You know Jerry, she sounds like a poet!","the-letter",38
"JERRY","No one's ever written me a letter like this. Maybe I was wrong about","the-letter",38
"KRAMER","(pushing Jerry towards the phone) Yeah! Get in there and give her a","the-letter",38
"JERRY","Should I?","the-letter",38
"KRAMER","(screaming) YES! YOU'RE DAMN RIGHT YOU SHOULD! (hysterically) Fight","the-letter",38
"JERRY","ALL RIGHT, all right! I'll call her.","the-letter",38
"JERRY","SHOT! (the sound of a shot on the TV is heard) I told ya! (the inter-","the-letter",38
"GEORGE","(on intercom) It's George.","the-letter",38
"JERRY","Come on up. (to Nina) Well, now we gotta get a posse together. I love","the-letter",38
"NINA","What's the appeal of the posse?","the-letter",38
"JERRY","The appeal of the posse? The posse has tremendous appeal. Get away","the-letter",38
"NINA","Hello, George.","the-letter",38
"GEORGE","Hey, Nina! (beat) I owe you some money, don't I?","the-letter",38
"NINA","Well, I really love that piece.","the-letter",38
"GEORGE","Oh, yeah, me too, me too. Boy oh boy oh boy...! You know, in fact,","the-letter",38
"NINA","No, no no no, George! A deal's a deal. I want you to have it!","the-letter",38
"GEORGE","This could be in a museum some day! It's not safe with me! It should","the-letter",38
"NINA","Honestly, George, the money's not important.","the-letter",38
"GEORGE","Who said anything about money? (intercom buzzes)","the-letter",38
"JERRY","Yeah?","the-letter",38
"ELAINE","(on intercom) It's Elaine.","the-letter",38
"JERRY","Come on up.","the-letter",38
"NINA","Elaine?","the-letter",38
"JERRY","...Yeah.","the-letter",38
"NINA","(rolling eyes) This person does not believe in telephones, does she?","the-letter",38
"JERRY","She likes the pop-in. I've told her how I hate the pop-in. (pointing","the-letter",38
"GEORGE","I just popped in now. I'm a big pop-in guy.","the-letter",38
"JERRY","Yeah.","the-letter",38
"GEORGE","How 'bout Kramer.","the-letter",38
"JERRY","HUGE pop-in guy!","the-letter",38
"NINA","Well, I was leaving anyway, so, uh, we're on for tomorrow?","the-letter",38
"JERRY","Yeah.","the-letter",38
"NINA","Okay.","the-letter",38
"JERRY","Okay!","the-letter",38
"NINA","Bye. (just as Nina is about to leave, Elaine walks in.)","the-letter",38
"ELAINE","(to Nina) Hello!","the-letter",38
"ELAINE","(sarcastic) Chatty gal. (beat) Lippman's coming back tomorrow, I'll","the-letter",38
"JERRY","If he noticed, he would have called you from Houston!","the-letter",38
"ELAINE","No, he wants to torture me.","the-letter",38
"ELAINE","(annoyed) Oh! Would you gimme the clicker? I hate it when you're the","the-letter",38
"JERRY","(tugging at the clicker) I'm a great clicker! (gets the clicker back)","the-letter",38
"ELAINE","You're all over the dial! You don't know what you want! I've never","the-letter",38
"JERRY","Let go!","the-letter",38
"ELAINE","No, come on! I want it, Jerry!","the-letter",38
"JERRY","Let go, Elaine!","the-letter",38
"ELAINE","Well at least let George do it!","the-letter",38
"JERRY","Oh, George can't click! (George joins in the fight)","the-letter",38
"GEORGE","(as Jerry and Elaine continue to whine) Give it! Give it! (he finally","the-letter",38
"JERRY","Wait, wait a second! Go back, go back to that. (they watch it a little","the-letter",38
"ELAINE","It's Chapter 2, it's Neil Simon.","the-letter",38
"JERRY","(on to something) Wait a second... wait a second!! (he watches the TV","the-letter",38
"ELAINE","What letter?","the-letter",38
"JERRY","This is the letter she wrote to me, she stole it right from the movie!","the-letter",38
"JERRY","""...'cause you don't even make the slightest effort to offer happiness","the-letter",38
"GEORGE","This is incredible!","the-letter",38
"JERRY","I always thought there was something funny about this letter! She cop-","the-letter",38
"GEORGE","Maybe I won't send her that check.","the-letter",38
"ELAINE","You know, it's not really that terrible.","the-letter",38
"JERRY","What are you talking about? She completely misrepresented herself!","the-letter",38
"LIPPMAN","(into phone)...yeah, yeah. But she wouldn't take the cap off? (beat)","the-letter",38
"ELAINE","Um, oh, it's Townscend, which is NEAR Baltimore.","the-letter",38
"LIPPMAN","Yeah, but you're an Oriole fan, right?","the-letter",38
"ELAINE","Well, uh, fan. My father--","the-letter",38
"LIPPMAN","Anyway, she refused to take the cap off; caused a whole big scene!","the-letter",38
"ELAINE","Really?","the-letter",38
"LIPPMAN","Yeah.","the-letter",38
"ELAINE","So... impudent.","the-letter",38
"LIPPMAN","Yeah, so Lenny gave me the tickets for tomorrow night. I'm inviting","the-letter",38
"ELAINE","(pause) Ah. I've-I've got plans, though, Mr. Li--","the-letter",38
"LIPPMAN","Well, break 'em. You missed the bris, I want you at the game.","the-letter",38
"ELAINE","(very reluctant) Okay.","the-letter",38
"LIPPMAN","Good. (Elaine stars to leave) Oh--and Elaine. You know the Baltimore","the-letter",38
"ELAINE","That will be fun.","the-letter",38
"JERRY","How's it coming?","the-letter",38
"NINA","Good, good.","the-letter",38
"JERRY","Seen any good movies lately?","the-letter",38
"NINA","No... not really. You?","the-letter",38
"JERRY","No. I like a good comedy. You know, like a Neil Simon? You like Neil","the-letter",38
"NINA","Neil Simon? Uh, some of his stuff.","the-letter",38
"JERRY","I've seen MOST of it. I guess my favorite would have to be, uh...","the-letter",38
"NINA","I don't know... maybe.","the-letter",38
"JERRY","I have. Funny, funny. In fact it was on TV just the other night.","the-letter",38
"MR. ARM","Well, we've made our decision. We want ""The Kramer.""","the-letter",38
"GEORGE","Five-thousand? Why would anybody buy Kramer for $5000? (laughs)","the-letter",38
"JERRY","Boy, the Yankees cannot buy a hit tonight!","the-letter",38
"GEORGE","So is it all over between you and... Marsha Mason?","the-letter",38
"JERRY","Yeah. (picks up Nina's painting George bought) And by the way, can","the-letter",38
"GEORGE","Tell you what, I'll make a deal with you. I'll sell it to you right","the-letter",38
"TVVOICE","Uh, there's seems to be a lot of trouble in the area just behind the","the-letter",38
"GEORGE","Behind the dugout, that's where we were sitting the other day.","the-letter",38
"TVVOICE","Well, we're not going to show it, we don't want to encourage that kind","the-letter",38
"KRAMER","...then, when I was seventeen, I ran away from home and hopped a","the-letter",38
"MRS.ARM","More potatoes?","the-letter",38
"KRAMER","Yeah, sure. Please.","the-letter",38
"MR. ARM","Yes, yes. Go on. You hopped a steamship to Sweden?","the-letter",38
"KRAMER","Yeah. (beat) And, it was a big one.","the-letter",38
"THE END"," THE END","the-letter",38
"KRAMER","Hey. I got some bad news for you, buddy. I think your car got stolen","the-parking-space",39
"JERRY","What are you talking about?","the-parking-space",39
"KRAMER","Well you parked it on eighty-fourth and Columbus, right?","the-parking-space",39
"JERRY","Yeah.","the-parking-space",39
"KRAMER","Yep, well I just walked by there and that car is gone.","the-parking-space",39
"JERRY","Oh yeah, I know.","the-parking-space",39
"KRAMER","Well, where is it?","the-parking-space",39
"JERRY","What's the difference?","the-parking-space",39
"KRAMER","Well, there's no difference, you know, I'm just curious.","the-parking-space",39
"JERRY","You always have to know everything that's going on, don't you?","the-parking-space",39
"KRAMER","What happened to the car?","the-parking-space",39
"JERRY","If I don't tell you it will kill you, won't it?","the-parking-space",39
"KRAMER","Yeah, yeah, it'll kill me.","the-parking-space",39
"JERRY","You have to know, you must know.","the-parking-space",39
"KRAMER","I must know.","the-parking-space",39
"JERRY","Well, I'm not telling you.","the-parking-space",39
"KRAMER","Oh, come on.","the-parking-space",39
"JERRY","Nope. I don't think so.","the-parking-space",39
"KRAMER","Well, please?","the-parking-space",39
"JERRY","Not today, pal.","the-parking-space",39
"KRAMER","Okay, I beg you.","the-parking-space",39
"JERRY","Now see? Just saying beg doesn't make it a real beg. You gotta put","the-parking-space",39
"KRAMER","Okay, please! Please tell me!","the-parking-space",39
"JERRY","Alright, I'll tell you, but your begging needs a lot of work.","the-parking-space",39
"KRAMER","Okay, okay, what is it? Come on.","the-parking-space",39
"JERRY","I loaned the car to George.","the-parking-space",39
"KRAMER","Ah, George, alright. Well, what for?","the-parking-space",39
"JERRY","George and Elaine went to a flea market in Westchester, okay?!","the-parking-space",39
"KRAMER","Alright.","the-parking-space",39
"JERRY","Huh?","the-parking-space",39
"KRAMER","Huh. I mean, what do they want to go there for?","the-parking-space",39
"JERRY","Will you stop it already?!","the-parking-space",39
"KRAMER","You know, why didn't they ask me to go?","the-parking-space",39
"JERRY","I don't know! How am I supposed to know?!","the-parking-space",39
"KRAMER","What, they don't like me?","the-parking-space",39
"JERRY","*I* don't like you!","the-parking-space",39
"KRAMER","If they like me, why don't they ask me to go? Oh yeah.","the-parking-space",39
"GEORGE","I really think it looks good.","the-parking-space",39
"ELAINE","Ten bucks, how can you go wrong?","the-parking-space",39
"GEORGE","All bald people look good in hats.","the-parking-space",39
"ELAINE","You should have lived in the twenties and thirties, you know men wore","the-parking-space",39
"GEORGE","What a bald paradise that must have been. Nobody knew.","the-parking-space",39
"ELAINE","Well, you can wear a hat all the time now. Who's stopping you?","the-parking-space",39
"GEORGE","No, I can't. What if I meet a woman? I'd always be worried about that","the-parking-space",39
"ELAINE","Are you sure you like these sunglasses?","the-parking-space",39
"KRAMER","Well I'm very disappointed in George and Elaine. And you know I'm","the-parking-space",39
"JERRY","Why not?","the-parking-space",39
"KRAMER","Because I'm like ice, buddy. When I don't like you, you've got","the-parking-space",39
"JERRY","Yep. (checks watch) Starts in thirty-five minutes.","the-parking-space",39
"KRAMER","Oh hey, you know I invited Mike Moffit. You don't mind, do you?","the-parking-space",39
"JERRY","No, I like Mike.","the-parking-space",39
"KRAMER","Yeah, I just got off the phone with him, you know we had a great","the-parking-space",39
"JERRY","Oh yeah? What did you talk about?","the-parking-space",39
"KRAMER","Well actually we talked about you. Yeah. He had some pretty","the-parking-space",39
"JERRY","Oh yeah? What did he say?","the-parking-space",39
"KRAMER","You have to know everything, don't you?","the-parking-space",39
"JERRY","No, come on, Kramer. What did he say?","the-parking-space",39
"KRAMER","Why is that? Why do you have to know everything?","the-parking-space",39
"JERRY","Kramer, just tell me what the guy said.","the-parking-space",39
"KRAMER","Beg me.","the-parking-space",39
"JERRY","Please, don't make me beg.","the-parking-space",39
"KRAMER","No no no, I want you to beg me. And I don't want you to say it, I just","the-parking-space",39
"JERRY","Kramer, please tell me what the guy said.","the-parking-space",39
"KRAMER","No no no, that's no good. No, I really don't think that's a beg. No,","the-parking-space",39
"JERRY","Kramer!","the-parking-space",39
"KRAMER","Look, I can't say anything. You know, the guy told me the stuff in","the-parking-space",39
"JERRY","Well you can't just mention it and then not tell me.","the-parking-space",39
"KRAMER","Alright. I'll tell you but you can't say anything to him.","the-parking-space",39
"JERRY","I'm not saying anything, I'm putting it in the vault, I'm locking the","the-parking-space",39
"KRAMER","He thinks you're a phony.","the-parking-space",39
"JERRY","He what?","the-parking-space",39
"KRAMER","I told you, he thinks you're a phony.","the-parking-space",39
"JERRY","A phony? He called me a phony?","the-parking-space",39
"KRAMER","A big phone. A big one.","the-parking-space",39
"JERRY","Why did you tell me that if I can't say anything?!","the-parking-space",39
"KRAMER","You begged me.","the-parking-space",39
"GEORGE","Do you hear that?","the-parking-space",39
"ELAINE","Of course I hear that.","the-parking-space",39
"GEORGE","You had to move the mirror?","the-parking-space",39
"ELAINE","I wanted to check out my sunglasses.","the-parking-space",39
"GEORGE","I went to look in the mirror, it wasn't there. You threw off my","the-parking-space",39
